product_id,product_name,brand,model,category,price,image_url,product_url,stock
106,"Oppo F3 (4GB RAM, 64GB) - Red",Oppo,F3,Mobiles,10990,https://drop.ndtv.com/TECH/product_database/images/Oppo-F3-Plus_DB_2_4141_480X960_516201752201PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/oppo-f3-4141,48
107,"Vivo V7 (4GB RAM, 32GB) - champagne Gold",Vivo,V7,Mobiles,16930,https://drop.ndtv.com/TECH/product_database/images/11162017125506PM_635_vivo_v7.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/vivo-v7-4518,21
108,"Redmi Note 7S (3GB RAM, 32GB) - Sapphire Blue",Xiaomi,Redmi Note 7S,Mobiles,9999,https://i.gadgets360cdn.com/products/large/1558334776_635_Redmi_note_7S_Main_DB.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-7s-price-in-india-13068,49
109,"Redmi Note 7S (3GB RAM, 32GB) - Ruby Red",Xiaomi,Redmi Note 7S,Mobiles,10999,https://i.gadgets360cdn.com/products/large/1558334776_635_Redmi_note_7S_Main_DB.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-7s-price-in-india-13068,25
110,"Redmi Note 7S (3GB RAM, 32GB) - Astro Moonlight White",Xiaomi,Redmi Note 7S,Mobiles,9799,https://i.gadgets360cdn.com/products/large/1558334776_635_Redmi_note_7S_Main_DB.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-7s-price-in-india-13068,41
111,"Nokia 3.1 Plus (3GB RAM, 32GB) - Baltic",Nokia,3.1 Plus,Mobiles,10440,https://i.gadgets360cdn.com/products/large/1539240873_635_nokia_3_1_plus.png?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/nokia-3-1-plus-5685,35
112,"Nokia 3.1 Plus (3GB RAM, 32GB) - Blue",Nokia,3.1 Plus,Mobiles,7195,https://i.gadgets360cdn.com/products/large/1539240873_635_nokia_3_1_plus.png?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/nokia-3-1-plus-5685,17
113,"Xiaomi Redmi Note 3 (2GB RAM, 16GB) - Gold",Xiaomi,Redmi Note 3,Mobiles,4699,https://drop.ndtv.com/TECH/product_database/images/Redmi_3_DB_3119_480X960_34201671712PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/xiaomi-redmi-note-3-3119,16
114,"Nokia 3.1 Plus (3GB RAM, 32GB) - Charcoal Grey",Nokia,3.1 Plus,Mobiles,7088,https://i.gadgets360cdn.com/products/large/1539240873_635_nokia_3_1_plus.png?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/nokia-3-1-plus-5685,48
115,"Xiaomi Redmi Note 3 (3GB RAM, 32GB) - Gold",Xiaomi,Redmi Note 3,Mobiles,5299,https://drop.ndtv.com/TECH/product_database/images/Redmi_3_DB_3119_480X960_34201671712PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/xiaomi-redmi-note-3-3119,34
116,"Nokia 3.1 Plus (3GB RAM, 32GB) - White",Nokia,3.1 Plus,Mobiles,6790,https://i.gadgets360cdn.com/products/large/1539240873_635_nokia_3_1_plus.png?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/nokia-3-1-plus-5685,41
117,"Xiaomi Redmi Note 3 (2GB RAM, 16GB) - Silver",Xiaomi,Redmi Note 3,Mobiles,4099,https://drop.ndtv.com/TECH/product_database/images/Redmi_3_DB_3119_480X960_34201671712PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/xiaomi-redmi-note-3-3119,5
118,"Redmi Note 7S (3GB RAM, 32GB) - Onyx Black",Xiaomi,Redmi Note 7S,Mobiles,9999,https://i.gadgets360cdn.com/products/large/1558334776_635_Redmi_note_7S_Main_DB.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-7s-price-in-india-13068,19
119,"Xiaomi Redmi Note 3 (3GB RAM, 32GB) - Dark Grey",Xiaomi,Redmi Note 3,Mobiles,4899,https://drop.ndtv.com/TECH/product_database/images/Redmi_3_DB_3119_480X960_34201671712PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/xiaomi-redmi-note-3-3119,36
